Customer_ID,Age,Annual_Income_INR,Employment_Years,Employment_Type,Education,Marital_Status,Home_Ownership,Loan_Amount,Loan_Term_Months,Existing_Debt,Debt_To_Income_Ratio,Credit_History_Years,Missed_Payments,Credit_Utilization_Percent,Number_of_Credit_Cards,Number_of_Active_Loans,Savings_Balance,Checking_Balance,Creditworthy_Target
4103,30,1284684,6,Salaried,High School,Single,Rent,536871,48,317377,66.49,0,1,17.6,7,0,2369876,296470,1
4104,21,1765201,0,Salaried,Bachelor,Single,Rent,1906057,12,134154,115.58,12,1,32.4,4,3,1134577,474164,1
4105,24,725267,0,Salaried,High School,Married,Rent,136832,48,297035,59.82,23,0,65.4,2,2,2812404,346883,1
4106,43,183783,18,Salaried,High School,Married,Rent,354111,12,658288,550.87,24,0,65.0,3,5,2832567,294168,0
4107,26,1278111,0,Salaried,High School,Divorced,Rent,1962518,12,1406430,263.59,16,0,38.8,5,1,869943,983669,0
4108,62,1747736,36,Business,Bachelor,Married,Rent,480997,84,1384327,106.73,18,3,81.1,3,4,1669534,934161,1
4109,46,980393,26,Self-Employed,High School,Single,Own,252956,48,1144277,142.52,20,3,37.9,0,3,2606442,356221,1
4110,36,760873,15,Salaried,Master,Single,Rent,110588,36,836668,124.5,20,1,54.2,2,4,1616572,54440,1
4111,21,537958,0,Salaried,Master,Single,Rent,2132063,24,303787,452.8,22,1,53.7,7,5,2220001,358923,0
4112,44,1910961,19,Unemployed,Bachelor,Married,Rent,1121924,48,537330,86.83,0,2,18.4,2,1,2398000,880958,1
4113,28,2178833,4,Self-Employed,High School,Single,Own,889174,24,1149419,93.56,12,0,42.8,3,0,1698069,899397,1
4114,68,1965820,36,Salaried,Bachelor,Married,Mortgage,1936768,24,1363059,167.86,25,1,92.6,1,3,1078935,701378,1
4115,35,1382194,2,Unemployed,High School,Married,Own,553043,36,1443755,144.47,13,0,26.6,0,0,1574909,675702,1
4116,44,1859928,22,Unemployed,Master,Married,Mortgage,1588555,12,582948,116.75,4,1,57.5,2,2,2496892,362789,1
4117,21,1100847,0,Salaried,High School,Single,Mortgage,1477340,48,729944,200.51,19,1,21.9,6,3,957916,440842,1
4118,27,236801,0,Self-Employed,High School,Single,Rent,2039890,36,763719,1183.95,9,0,26.3,4,3,2533095,879642,0
4119,31,1032777,7,Self-Employed,High School,Married,Own,1890554,48,84373,191.22,15,1,16.7,3,0,609855,216005,0
4120,23,1812668,0,Business,PhD,Single,Rent,2041305,72,174748,122.25,15,1,63.8,4,3,1386223,406302,1
4121,56,1681831,30,Salaried,High School,Married,Own,678738,12,67830,44.39,20,1,27.6,6,4,250158,877221,1
4122,67,2477137,45,Self-Employed,High School,Married,Mortgage,463512,24,1106101,63.36,27,0,70.3,7,0,2562086,698370,1
4123,69,2494195,36,Salaried,High School,Divorced,Own,1624789,36,336522,78.64,20,0,34.4,2,2,2137346,109350,1
4124,34,742890,14,Salaried,Master,Married,Rent,219145,36,1050454,170.9,29,2,47.6,6,2,354767,787865,1
4125,59,202186,38,Salaried,Bachelor,Single,Rent,1390133,12,562914,965.97,0,0,53.2,6,2,667323,67902,0
4126,45,816233,21,Salaried,Master,Single,Own,1894806,24,1191365,378.1,23,0,12.7,0,2,1583343,286390,1
4127,23,2212644,1,Self-Employed,PhD,Divorced,Rent,2471942,24,173294,119.55,12,0,49.1,7,0,1486163,919832,1
4128,25,2067381,5,Salaried,Bachelor,Single,Rent,1977011,84,487786,119.22,21,0,52.0,1,3,337625,72255,1
4129,47,409108,22,Business,High School,Single,Own,2984267,12,307227,804.55,2,1,67.8,6,0,2669444,187575,0
4130,41,552120,16,Self-Employed,PhD,Divorced,Own,1692276,48,654079,424.97,15,1,25.8,7,0,1382817,868125,0
4131,21,1487378,0,Salaried,Bachelor,Single,Rent,1366246,24,842974,148.53,0,2,28.7,4,3,2013319,669759,0
4132,66,1712554,34,Self-Employed,Bachelor,Married,Rent,774999,84,252512,60.0,19,1,58.2,2,5,2257795,231287,1
4133,56,2459016,23,Business,Bachelor,Single,Rent,2035716,48,1000495,123.47,6,4,73.2,6,4,507704,344068,1
4134,45,1931661,15,Salaried,Bachelor,Married,Own,2441757,36,1446757,201.3,4,1,33.1,3,2,1000364,931807,1
4135,69,671504,42,Self-Employed,PhD,Single,Rent,996872,84,64929,158.12,2,1,20.3,6,2,2203361,605392,1
4136,68,266212,34,Business,PhD,Married,Own,273273,60,129116,151.15,8,0,38.7,5,2,2321105,315039,1
4137,68,1649988,43,Salaried,Bachelor,Single,Own,80918,24,1428321,91.47,28,1,24.7,2,0,644501,144371,1
4138,33,1464728,7,Salaried,High School,Single,Rent,1915319,60,973519,197.23,29,0,53.0,4,3,958903,414895,1
4139,64,2318469,44,Salaried,Master,Married,Rent,2005951,72,1379464,146.02,2,2,23.4,1,0,2339728,317085,1
4140,45,1516035,15,Salaried,High School,Married,Rent,405214,48,1057886,96.51,29,0,64.5,0,4,1031757,430310,1
4141,56,1342877,35,Business,Bachelor,Married,Own,116679,12,1075985,88.81,17,1,49.3,5,2,233136,48668,1
4142,63,883987,34,Salaried,High School,Married,Rent,1980620,72,236604,250.82,9,2,65.1,1,2,1493597,467889,0
4143,29,380143,0,Salaried,Bachelor,Married,Own,1223369,36,767745,523.78,28,0,1.0,4,2,425127,246578,0
4144,42,2213119,19,Salaried,Bachelor,Divorced,Own,1282291,12,547984,82.7,7,0,9.8,0,0,1781847,962762,1
4145,27,2096467,0,Self-Employed,Bachelor,Married,Mortgage,824297,36,1250439,98.96,5,1,70.9,5,1,2802571,276787,1
4146,34,557579,10,Salaried,PhD,Married,Mortgage,2168404,48,64689,400.5,6,0,30.6,1,1,302740,245086,0
4147,41,1813028,16,Salaried,Master,Single,Mortgage,2246701,12,27250,125.42,4,2,15.7,1,5,840853,302146,1
4148,62,1024931,35,Self-Employed,Bachelor,Married,Rent,203966,24,834912,101.36,14,1,40.9,1,0,1699083,608273,1
4149,63,1193922,40,Salaried,High School,Divorced,Own,312919,60,1455664,148.13,4,1,49.8,7,0,451907,731250,1
4150,40,2148911,9,Business,Bachelor,Single,Mortgage,1687494,60,1492407,147.98,6,0,41.8,4,1,1604898,294131,1
4151,37,2133500,12,Self-Employed,Bachelor,Single,Rent,1829254,24,890316,127.47,11,0,54.4,5,2,644723,694056,1
4152,47,622291,21,Salaried,Bachelor,Single,Mortgage,477389,24,644827,180.34,19,0,51.7,3,3,1907583,130930,1
4153,65,893654,33,Business,Master,Married,Rent,516409,72,409384,103.6,25,0,50.6,6,2,1083299,191595,1
4154,68,2085587,45,Salaried,Bachelor,Married,Rent,2063025,12,1485012,170.12,2,4,72.0,0,3,2776615,288772,1
4155,32,2307424,6,Unemployed,High School,Married,Own,1391393,60,274851,72.21,18,0,44.7,3,3,2512847,699374,1
4156,30,363440,0,Unemployed,Bachelor,Married,Own,403869,36,189338,163.22,3,1,44.1,0,1,2980627,552404,1
4157,55,2113938,30,Salaried,High School,Married,Rent,1848106,72,762510,123.5,29,0,61.1,5,0,457563,461345,1
4158,35,1315011,14,Salaried,High School,Divorced,Mortgage,267070,12,588681,65.08,8,3,56.1,7,4,2844592,606989,1
4159,30,1549523,6,Self-Employed,Master,Married,Rent,730342,24,743709,95.13,25,1,26.9,6,5,47252,196214,1
4160,22,354767,0,Salaried,High School,Single,Own,2153712,72,1352947,988.44,23,2,43.2,1,0,657393,263721,0
4161,40,1758431,9,Salaried,Bachelor,Married,Rent,706034,36,404716,63.17,9,3,53.8,6,5,2594974,705977,1
4162,40,1752736,8,Unemployed,Master,Married,Own,237419,36,1315043,88.57,9,0,33.3,2,5,2586971,987314,1
4163,48,1717475,25,Salaried,High School,Married,Mortgage,2881976,60,317641,186.3,9,2,34.2,2,4,898976,126,1
4164,30,2014195,0,Salaried,Bachelor,Married,Own,712365,48,485387,59.47,14,0,17.2,4,3,2525027,362742,1
4165,56,2374851,31,Salaried,Bachelor,Married,Own,1568882,48,6679,66.34,13,0,1.0,3,2,230751,883432,1
4166,54,2151671,23,Self-Employed,Bachelor,Single,Rent,2482968,12,1017915,162.71,19,3,37.5,1,3,1008448,832037,1
4167,43,1907898,10,Business,PhD,Married,Rent,2970244,60,1287691,223.17,13,0,47.5,4,0,83300,261707,1
4168,29,2456528,6,Business,Master,Married,Rent,2438580,12,1329240,153.38,23,2,23.1,1,1,1551639,35033,1
4169,45,1744940,11,Salaried,High School,Divorced,Rent,1051970,36,251190,74.68,13,1,72.6,5,2,2698731,567739,1
4170,54,1739076,25,Salaried,Bachelor,Married,Mortgage,2569670,36,1150316,213.91,9,0,24.1,0,3,1840265,695218,1
4171,39,1437572,9,Unemployed,High School,Single,Rent,87572,60,212004,20.84,9,1,63.3,6,1,1569421,254437,1
4172,33,1964223,2,Unemployed,High School,Married,Own,1011994,60,942714,99.52,21,0,53.4,7,2,594113,303462,1
4173,45,345591,23,Salaried,Bachelor,Married,Own,638279,60,1053597,489.56,4,1,88.5,5,4,1831497,673966,0
4174,38,1353359,7,Salaried,High School,Married,Rent,1607741,60,228863,135.71,8,4,55.8,4,5,972681,536889,0
4175,40,1166744,17,Salaried,Bachelor,Married,Rent,2680229,36,165769,243.93,9,1,16.1,3,4,1848168,282356,1
4176,38,2297549,14,Salaried,Bachelor,Married,Rent,2331374,36,109504,106.24,19,0,66.1,4,0,391535,836603,1
4177,35,348340,14,Self-Employed,Bachelor,Married,Own,2995008,84,1062541,1164.82,3,1,79.0,4,3,1566581,903430,0
4178,56,1673519,34,Salaried,Master,Married,Own,454107,60,921933,82.22,13,1,9.6,7,2,1492771,724844,1
4179,43,607645,9,Business,Master,Married,Own,2268977,72,179022,402.87,20,1,57.8,1,3,2307783,946039,0
4180,43,2229839,19,Salaried,Bachelor,Married,Rent,2186953,84,750413,131.73,27,1,62.2,4,4,2727408,359633,1
4181,53,2156301,28,Salaried,Bachelor,Single,Rent,1396590,12,1193708,120.13,13,2,40.7,4,1,2718258,110850,1
4182,38,726248,11,Salaried,High School,Single,Own,337584,12,357054,95.65,29,1,1.0,2,3,1024924,732479,1
4183,25,2202357,0,Salaried,High School,Single,Rent,358253,12,908455,57.52,18,0,39.1,3,5,1923232,560203,1
4184,62,1332431,34,Self-Employed,High School,Married,Mortgage,2744089,48,439154,238.9,23,0,33.4,3,3,1959710,413997,1
4185,23,2432821,0,Salaried,PhD,Divorced,Own,920911,72,391520,53.95,7,1,75.6,0,3,2531652,260542,1
4186,49,1873179,17,Salaried,Bachelor,Divorced,Own,1930065,84,588130,134.43,27,2,43.2,3,5,2421325,63486,1
4187,34,259955,7,Self-Employed,Bachelor,Single,Rent,2839388,60,528321,1295.5,7,0,36.8,1,0,28847,171580,0
4188,31,650314,0,Salaried,Bachelor,Divorced,Own,1505250,72,743281,345.76,4,2,33.3,3,2,2402701,665584,0
4189,23,1116347,0,Salaried,Bachelor,Married,Own,669281,84,308110,87.55,2,1,51.5,2,2,1440564,228081,1
4190,65,670308,35,Salaried,Master,Single,Mortgage,1479951,24,585388,308.12,19,1,46.1,6,0,2851443,936816,1
4191,42,487239,22,Unemployed,High School,Married,Mortgage,726959,60,933574,340.8,18,1,29.2,7,2,1812142,473377,1
4192,37,2449059,14,Unemployed,Master,Divorced,Rent,585018,60,580937,47.61,5,0,50.3,0,5,1160792,83652,1
4193,57,2196225,28,Salaried,Bachelor,Married,Mortgage,2442417,24,984600,156.04,26,3,33.9,2,4,603694,654204,1
4194,22,1188296,0,Self-Employed,High School,Divorced,Own,1070456,48,173599,104.69,8,2,1.0,1,0,2847853,687625,1
4195,48,678862,24,Business,Bachelor,Married,Mortgage,2070175,12,206491,335.37,18,1,58.4,3,5,480890,179542,0
4196,45,601811,20,Business,Bachelor,Single,Mortgage,2195014,48,1298385,580.48,15,2,56.5,2,4,270513,839733,0
4197,48,2304591,27,Business,High School,Single,Rent,1670796,48,692736,102.56,17,0,49.0,3,5,408731,737774,1
4198,27,948996,4,Salaried,High School,Single,Mortgage,1645783,36,913731,269.71,22,1,36.2,0,0,1654737,596632,1
4199,67,209226,36,Salaried,Bachelor,Married,Mortgage,582564,48,1109693,808.82,27,4,43.6,6,5,854460,121053,0
4200,32,1101912,12,Business,Bachelor,Single,Own,1611453,60,219153,166.13,21,0,61.4,7,0,1742518,485402,1
4201,54,1234068,22,Salaried,Bachelor,Married,Own,2267008,84,1458393,301.88,27,1,32.4,7,0,2470233,970763,1
4202,57,1625557,32,Salaried,Bachelor,Divorced,Rent,625975,36,635811,77.62,26,0,62.2,3,2,873174,237211,1
4203,37,965754,5,Salaried,Bachelor,Single,Rent,734467,60,1334566,214.24,10,0,15.5,5,4,82946,935916,0
4204,27,2321394,4,Salaried,Master,Single,Rent,2086568,48,625073,116.81,16,1,48.4,0,5,1077348,193851,1
4205,35,1673009,3,Salaried,Master,Divorced,Own,2946307,84,608358,212.47,5,2,45.5,4,3,1807283,606297,0
4206,60,2468888,32,Salaried,High School,Divorced,Own,1206500,48,900931,85.36,27,1,65.1,4,0,2185112,396296,1
4207,65,1031479,33,Salaried,High School,Married,Own,2493556,72,286345,269.51,29,0,26.6,5,5,204461,68093,1
4208,66,1691941,45,Salaried,Bachelor,Single,Rent,589122,36,913304,88.8,26,1,28.8,6,1,2635372,641287,1
4209,32,1027589,1,Self-Employed,High School,Single,Own,1730668,60,1474967,311.96,22,2,17.1,0,4,1779588,473206,0
4210,50,1803819,26,Self-Employed,Master,Married,Own,2834165,24,967833,210.77,25,0,33.7,3,1,1444830,314672,1
4211,28,1909988,3,Business,High School,Married,Mortgage,1352592,48,105098,76.32,23,2,50.1,3,3,756623,232541,1
4212,55,926643,35,Salaried,High School,Married,Rent,1545056,24,1046854,279.71,6,1,9.0,3,0,2876362,488405,0
4213,41,2355398,7,Self-Employed,Master,Single,Mortgage,507514,60,50101,23.67,7,0,36.1,4,5,472027,105879,1
4214,55,2168607,26,Salaried,High School,Married,Own,1607708,24,155031,81.28,15,0,57.2,5,0,1346563,599989,1
4215,54,2255235,20,Salaried,High School,Married,Rent,1777639,48,426870,97.75,12,0,42.9,4,5,1397498,92983,1
4216,69,685292,41,Salaried,Master,Married,Rent,2945047,48,457383,496.49,22,5,46.5,1,5,1640971,209979,0
4217,44,1845414,22,Unemployed,High School,Single,Mortgage,642830,72,5324,35.12,22,3,14.9,5,0,693319,509263,1
4218,37,426803,12,Salaried,Bachelor,Single,Rent,1130898,12,26021,271.07,29,0,43.0,4,4,2830503,741395,1
4219,46,424783,20,Salaried,Bachelor,Married,Mortgage,1959396,24,1183851,739.97,23,1,45.6,1,2,1134801,397510,0
4220,28,2437953,6,Salaried,High School,Married,Own,2831911,60,681962,144.13,0,0,41.7,5,1,2136710,628648,1
4221,26,534726,0,Salaried,High School,Married,Own,751734,84,299727,196.64,10,2,48.1,4,1,1899152,931760,1
4222,46,2184801,12,Salaried,High School,Single,Mortgage,2100029,72,644145,125.6,9,1,38.8,6,1,608685,591833,0
4223,61,1179463,33,Salaried,Bachelor,Married,Rent,2644059,48,1039404,312.3,19,0,35.9,3,5,2808689,750111,1
4224,47,884456,19,Salaried,PhD,Married,Own,1917632,24,1101490,341.35,10,2,24.2,7,0,1380038,478111,0
4225,59,350515,29,Salaried,Bachelor,Single,Own,1309082,48,432213,496.78,29,0,64.5,4,2,1853464,259909,0
4226,29,1746396,0,Self-Employed,Bachelor,Married,Mortgage,741533,72,250675,56.81,8,2,20.5,7,2,1937520,364805,1
4227,43,1853488,23,Business,Bachelor,Married,Own,899744,24,1439015,126.18,13,2,48.2,0,2,1521204,351626,1
4228,51,1263482,24,Unemployed,Master,Married,Rent,202679,84,947241,91.01,24,2,81.3,1,1,1914117,548813,1
4229,38,2059070,7,Salaried,Bachelor,Married,Own,498470,24,1474432,95.82,11,1,67.0,1,3,1671000,151118,1
4230,21,929657,0,Salaried,PhD,Married,Own,1341462,48,460041,193.78,1,2,55.2,6,5,2221545,765731,0
4231,24,1459892,0,Unemployed,Bachelor,Single,Rent,464470,60,166898,43.25,9,1,50.0,4,4,1416278,152508,1
4232,66,845316,33,Salaried,Bachelor,Married,Own,80004,36,572874,77.23,10,1,42.4,5,1,2437227,706010,1
4233,50,1530762,22,Salaried,High School,Married,Rent,2093420,24,491772,168.88,18,1,27.0,0,5,1688431,472105,1
4234,33,495583,8,Salaried,Master,Single,Own,259457,36,1078930,270.06,21,1,39.9,2,2,2995616,737711,1
4235,33,1284707,7,Business,Bachelor,Married,Mortgage,466286,12,1074188,119.91,16,2,56.5,2,1,1710532,175186,1
4236,22,1454417,0,Business,Master,Married,Rent,1806213,60,107322,131.57,12,3,52.8,7,4,1770019,209417,1
4237,67,1471179,34,Salaried,Master,Married,Own,2769381,24,881615,248.17,15,3,60.8,0,5,1476585,252239,1
4238,26,1216104,3,Salaried,High School,Married,Rent,2187191,48,514174,222.13,4,1,69.4,6,1,1191985,779684,0
4239,58,1673085,34,Self-Employed,Bachelor,Single,Rent,145941,36,922329,63.85,5,0,41.8,2,1,2365116,265358,1
4240,32,1368272,3,Salaried,Master,Single,Own,545447,24,586984,82.76,18,3,48.8,6,4,1903513,335412,1
4241,37,837110,6,Business,High School,Single,Own,2234070,84,806133,363.18,25,0,7.0,2,2,1172235,139727,1
4242,34,679628,9,Salaried,Bachelor,Married,Rent,2210876,36,1073623,483.28,15,1,90.1,0,4,2420927,233081,0
4243,61,1682715,32,Salaried,High School,Single,Own,1203527,60,440083,97.68,1,1,36.7,5,2,325642,856042,1
4244,22,2357576,2,Self-Employed,Bachelor,Single,Rent,2851691,36,298836,133.63,29,0,58.0,1,0,186750,121551,1
4245,38,1927403,14,Business,Master,Single,Rent,2670989,36,1058990,193.52,9,1,36.7,1,2,1929156,912363,1
4246,34,1661531,0,Self-Employed,Bachelor,Single,Own,2242369,24,1421119,220.49,22,1,36.2,7,5,1374250,830327,1
4247,34,2317955,6,Salaried,Bachelor,Married,Own,2257265,84,666007,126.11,26,0,40.3,1,5,2388289,948052,1
4248,30,2267073,0,Self-Employed,Bachelor,Married,Own,2364909,60,1496642,170.33,29,1,20.1,7,2,1992214,623197,1
4249,65,1355012,42,Business,High School,Married,Own,487874,36,277338,56.47,3,1,1.0,2,4,2340053,684086,1
4250,39,433509,15,Salaried,High School,Married,Rent,2117102,48,1228365,771.72,5,1,68.2,2,0,796359,841305,0
4251,41,1651538,7,Self-Employed,Bachelor,Single,Own,2822716,84,1482308,260.67,19,0,55.9,3,1,756394,709487,0
4252,39,1625014,5,Self-Employed,Master,Married,Rent,712975,60,449568,71.54,22,0,26.7,2,4,754029,561415,1
4253,69,823464,36,Business,Bachelor,Single,Own,93210,84,221783,38.25,25,0,54.0,7,0,1941062,421097,1
4254,37,2150751,13,Salaried,Bachelor,Single,Mortgage,1114625,60,995799,98.12,16,0,61.5,4,4,2022941,860280,1
4255,37,2198287,5,Business,High School,Married,Rent,845364,60,1304091,97.78,4,0,31.1,5,5,2995762,316158,1
4256,37,947736,11,Self-Employed,High School,Single,Mortgage,2850337,36,124722,313.91,21,2,53.2,0,0,650811,556571,0
4257,37,1286310,5,Salaried,High School,Married,Rent,1365361,48,961083,180.86,20,0,65.1,1,3,313695,60236,0
4258,25,632732,0,Unemployed,PhD,Married,Own,2000571,60,1306918,522.73,14,0,16.2,4,2,2874114,645844,0
4259,50,593775,24,Salaried,Bachelor,Married,Rent,2946729,72,48021,504.36,19,3,55.7,3,3,1568265,131848,0
4260,22,794849,0,Business,Master,Single,Rent,2377622,72,773989,396.5,6,0,52.3,7,5,1100198,56360,0
4261,32,1028626,0,Salaried,High School,Married,Rent,2259770,36,115476,230.91,24,1,82.6,5,0,916162,296490,0
4262,30,813206,4,Salaried,Bachelor,Married,Mortgage,2907649,48,264658,390.1,1,0,56.1,2,4,2650660,669658,0
4263,35,531792,9,Business,High School,Married,Own,2082110,36,729523,528.71,25,0,36.8,3,1,2373669,823993,0
4264,58,1217501,29,Business,PhD,Single,Own,732738,84,491124,100.52,25,0,39.1,5,3,524918,597711,1
4265,50,1626668,16,Business,High School,Married,Rent,2193999,24,127704,142.73,20,3,85.5,3,2,974183,654039,0
4266,69,936235,45,Salaried,High School,Married,Own,998975,60,1201114,234.99,24,3,37.9,4,3,2610760,242076,1
4267,38,1417834,4,Self-Employed,High School,Single,Mortgage,1026220,24,304443,93.85,27,1,56.7,6,4,2200750,106763,1
4268,66,809355,40,Self-Employed,High School,Single,Rent,1952164,12,1305340,402.48,4,4,40.2,2,3,2445356,112733,0
4269,23,1812956,3,Salaried,High School,Divorced,Mortgage,980692,12,265114,68.72,16,1,66.6,0,2,481362,75048,1
4270,45,1684548,21,Salaried,PhD,Married,Own,121854,12,779570,53.51,19,1,67.6,3,3,1738053,347184,1
4271,60,2407341,34,Business,Master,Married,Own,2998705,72,1090552,169.87,28,3,44.5,1,3,200902,747971,1
4272,47,303035,17,Salaried,Bachelor,Married,Rent,1735096,72,720467,810.32,22,0,36.9,4,0,1351394,60182,0
4273,66,2159284,38,Salaried,Master,Single,Own,2026526,12,625646,122.83,17,1,36.4,6,3,312306,346634,1
4274,36,969643,14,Business,Bachelor,Single,Mortgage,2435630,24,1126102,367.32,16,0,10.5,6,2,805197,600829,0
4275,22,333225,0,Salaried,Master,Married,Rent,1921835,36,17667,582.04,4,2,47.0,5,0,780875,59608,0
4276,58,1780224,35,Business,High School,Married,Rent,1850807,24,1239284,173.58,9,1,46.6,4,3,565797,545942,0
4277,24,578391,0,Salaried,Bachelor,Married,Own,2385926,36,1034844,591.43,12,1,28.7,7,3,2548542,397591,0
4278,58,587971,28,Business,High School,Married,Rent,921410,84,1147270,351.83,26,0,8.3,7,4,1113459,917815,0
4279,56,2452795,24,Salaried,Master,Married,Own,2493908,36,631451,127.42,25,2,49.1,6,2,451301,496361,1
4280,62,692552,40,Salaried,High School,Married,Rent,2186107,48,576642,398.92,19,6,51.7,0,4,2965001,517561,0
4281,44,1449418,15,Salaried,High School,Married,Own,587232,72,857878,99.7,3,0,52.9,2,1,100171,850223,1
4282,64,645546,38,Self-Employed,High School,Married,Rent,480793,12,962888,223.64,21,4,25.2,7,3,444773,729730,0
4283,29,467656,4,Salaried,Bachelor,Single,Mortgage,2645086,72,1387791,862.36,13,2,52.9,0,5,2560382,547991,0
4284,42,182148,12,Self-Employed,Bachelor,Single,Own,2689581,48,1286039,2182.63,19,1,41.4,4,3,1353643,663985,0
4285,26,217234,3,Salaried,Bachelor,Married,Own,2981063,60,80837,1409.49,12,0,62.3,5,4,1124646,403652,0
4286,58,1279141,27,Self-Employed,Master,Single,Rent,347699,84,227640,44.98,21,1,25.5,3,2,915518,699663,1
4287,55,1186880,29,Salaried,Bachelor,Married,Rent,2692076,60,1419925,346.45,6,2,68.0,5,4,1766201,308689,0
4288,60,270384,39,Salaried,Bachelor,Married,Own,2597298,36,582205,1175.92,4,0,75.2,0,5,1076507,313652,0
4289,58,991053,27,Self-Employed,Bachelor,Single,Own,2314402,72,870425,321.36,6,2,47.3,1,5,251395,828445,0
4290,36,813220,4,Salaried,PhD,Married,Rent,1518537,24,84928,197.17,27,2,53.1,2,5,2891530,415350,1
4291,24,1505463,0,Salaried,Bachelor,Single,Rent,1550095,36,156947,113.39,2,2,60.7,1,1,2722033,531330,1
4292,66,2487943,36,Self-Employed,High School,Single,Rent,1314508,60,613315,77.49,8,2,24.5,3,5,528474,119769,1
4293,45,1784605,23,Salaried,Bachelor,Married,Own,136316,48,1075987,67.93,10,1,35.3,3,2,1513329,343686,1
4294,25,2310679,0,Salaried,Bachelor,Married,Rent,1526952,72,1158423,116.22,25,1,48.7,7,5,1360720,650472,1
4295,66,625963,41,Business,Master,Single,Own,749622,24,1342027,334.15,10,2,85.5,3,0,268708,530370,0
4296,69,678975,38,Salaried,Bachelor,Single,Rent,640608,60,295542,137.88,26,1,21.1,6,5,1196147,302437,1
4297,42,1921874,17,Salaried,Bachelor,Married,Rent,214936,24,302756,26.94,29,1,77.8,0,1,1901433,29822,1
4298,58,899205,28,Salaried,Bachelor,Married,Rent,1400172,60,812830,246.11,19,2,41.1,0,1,312314,548792,1
4299,22,2149146,0,Salaried,Bachelor,Divorced,Own,191244,84,820382,47.07,10,0,44.3,3,3,1096697,348993,1
4300,25,1255794,0,Business,High School,Single,Own,2556673,84,54878,207.96,17,1,69.4,2,3,754192,921523,0
4301,34,645905,11,Salaried,Master,Married,Rent,2674026,72,670763,517.85,20,2,85.4,7,0,1060221,43776,0
4302,53,2139039,25,Business,High School,Married,Mortgage,2412817,60,1346474,175.75,3,3,53.5,3,3,1889748,682914,1
4303,27,1457065,6,Salaried,High School,Single,Mortgage,937912,48,245845,81.24,24,0,68.3,3,4,1224655,383040,1
4304,22,2042138,0,Salaried,Bachelor,Single,Mortgage,530993,36,1230007,86.23,13,2,26.6,6,2,2303826,267666,1
4305,53,1229198,33,Salaried,High School,Single,Rent,1538722,12,670860,179.76,25,4,34.4,6,3,1524369,713930,1
4306,58,472880,24,Salaried,High School,Married,Mortgage,2036591,48,786613,597.02,18,4,18.0,6,5,2075846,514647,0
4307,57,1760004,25,Salaried,Master,Married,Rent,110737,72,962412,60.97,25,1,34.7,3,1,1857977,74616,1
4308,60,468721,32,Salaried,Bachelor,Single,Mortgage,2577669,72,1058680,775.8,2,3,56.3,1,1,2450957,602176,0
4309,60,1718834,27,Salaried,Master,Single,Rent,1343775,84,956240,133.81,1,1,49.2,0,5,439238,178574,1
4310,50,1146818,18,Salaried,High School,Married,Rent,2468314,24,155874,228.82,3,2,79.5,0,0,2972814,850153,1
4311,46,2016348,24,Salaried,High School,Married,Own,280008,84,443004,35.86,26,2,86.1,6,1,2263098,241327,1
4312,62,2198621,31,Business,High School,Married,Rent,1305615,24,1267814,117.05,29,0,42.3,1,1,594106,793761,1
4313,38,1125103,13,Self-Employed,High School,Single,Own,1402034,60,60219,129.97,29,1,31.4,3,4,81430,329132,1
4314,25,2226437,0,Salaried,Bachelor,Divorced,Rent,191873,72,1072892,56.81,9,1,68.2,4,0,76780,315235,1
4315,57,437286,25,Self-Employed,PhD,Single,Rent,2136959,60,780717,667.22,7,0,70.3,4,2,2097518,2045,0
4316,34,429088,0,Salaried,Bachelor,Single,Mortgage,2796949,36,179951,693.77,10,1,53.8,0,2,1268835,919641,0
4317,68,2485009,42,Salaried,Bachelor,Divorced,Mortgage,1644763,12,184153,73.6,24,1,59.1,4,0,549892,552148,1
4318,41,1512369,19,Self-Employed,Bachelor,Single,Own,1217861,48,1471033,177.79,7,1,56.0,1,0,953311,147387,0
4319,62,1225654,41,Salaried,High School,Married,Rent,1926352,12,46562,160.97,16,0,25.2,2,2,1340472,34443,1
4320,23,541166,1,Salaried,High School,Single,Rent,1114881,60,33795,212.26,19,2,20.6,6,0,123838,276088,0
4321,53,850474,19,Salaried,Bachelor,Married,Own,1111285,24,25068,133.61,10,0,44.0,3,5,1684653,492682,1
4322,42,1771819,14,Salaried,High School,Single,Mortgage,2290569,24,942766,182.49,14,1,41.0,3,2,108776,33864,1
4323,43,2086374,18,Self-Employed,Bachelor,Married,Own,1793160,48,1389591,152.55,19,2,50.5,0,0,1942139,360964,1
4324,33,2306125,7,Self-Employed,Bachelor,Single,Mortgage,828718,24,257632,47.11,23,0,42.4,7,3,183082,311263,1
4325,68,1125941,45,Salaried,High School,Divorced,Own,1251948,84,1193625,217.2,5,1,10.9,4,4,2373106,872976,1
4326,40,1235064,12,Salaried,High School,Divorced,Mortgage,2512506,12,1078886,290.79,15,1,2.8,6,3,759169,414048,0
4327,62,558851,36,Salaried,Bachelor,Married,Rent,1609711,84,344664,349.71,4,3,59.7,3,3,1548589,104563,0
4328,41,372752,10,Business,Bachelor,Married,Rent,274352,72,105609,101.93,0,2,31.7,2,0,1157531,241308,1
